id,SkillName,categorytier1,categorytier2,categorytier3,ParentSkillMapping,categorytier5,type
1571,Google Professional Collaboration Engineer,,IT,,,Certification or Qualification,Other
1572,Google Associate Android Developer,,IT,,,Certification or Qualification,Other
1573,Google Professional Machine Learning Engineer,,IT,,,Certification or Qualification,Other
1574,VMware Certified Technical Associate (VCTA),,IT,,,Certification or Qualification,Other
1575,VMware Certified Professional (VCP),,IT,,,Certification or Qualification,Other
1576,VMware Certified Advanced Professional (VCAP),,IT,,,Certification or Qualification,Other
1577,VMware Certified Design Expert (VCDX),,IT,,,Certification or Qualification,Other
1578,Certified Kubernetes Administrator (CKA),,IT,,,Certification or Qualification,Other
1579,Certified Kubernetes Application Developer (CKAD),,IT,,,Certification or Qualification,Other
1580,Certified OpenStack Administrator (COA),,IT,,,Certification or Qualification,Other
1581,Red Hat Certified System Administrator (RHCSA),,IT,,,Certification or Qualification,Other
1582,Red Hat Certified Engineer (RHCE),,IT,,,Certification or Qualification,Other
1583,Red Hat Certified Architect (RHCA),,IT,,,Certification or Qualification,Other
1584,Red Hat Certified Specialist in OpenShift Administration,,IT,,,Certification or Qualification,Other
1585,Oracle Certified Associate (OCA),,IT,,,Certification or Qualification,Other
1586,Oracle Certified Professional (OCP),,IT,,,Certification or Qualification,Other
1587,Oracle Certified Master (OCM),,IT,,,Certification or Qualification,Other
1588,Salesforce Certified Administrator,,IT,,,Certification or Qualification,Other
1589,Salesforce Certified Advanced Administrator,,IT,,,Certification or Qualification,Other
1590,Salesforce Certified Platform App Builder,,IT,,,Certification or Qualification,Other
1591,Salesforce Certified Platform Developer I,,IT,,,Certification or Qualification,Other
1592,Salesforce Certified Platform Developer II,,IT,,,Certification or Qualification,Other
1593,Salesforce Certified Marketing Cloud Consultant,,IT,,,Certification or Qualification,Other
1594,Salesforce Certified Service Cloud Consultant,,IT,,,Certification or Qualification,Other
1595,ITIL Foundation,,IT,,,Certification or Qualification,Other
1596,ITIL Practitioner,,IT,,,Certification or Qualification,Other
1597,ITIL Intermediate,,IT,,,Certification or Qualification,Other
1598,ITIL Expert,,IT,,,Certification or Qualification,Other
1599,ITIL Master,,IT,,,Certification or Qualification,Other
1600,Certified ScrumMaster (CSM),,IT,,,Certification or Qualification,Other
1601,Certified Scrum Product Owner (CSPO),,IT,,,Certification or Qualification,Other
1602,Professional Scrum Master (PSM),,IT,,,Certification or Qualification,Other
1603,Professional Scrum Product Owner (PSPO),,IT,,,Certification or Qualification,Other
1604,Agile Certified Practitioner (PMI-ACP),,IT,,,Certification or Qualification,Other
1605,PRINCE2 Foundation,,IT,,,Certification or Qualification,Other
1606,PRINCE2 Practitioner,,IT,,,Certification or Qualification,Other
1607,Lean Six Sigma Green Belt,,IT,,,Certification or Qualification,Other
1608,Lean Six Sigma Black Belt,,IT,,,Certification or Qualification,Other
1609,SHRM Certified Professional (SHRM-CP),,HR,,,Certification or Qualification,Other
1610,SHRM Senior Certified Professional (SHRM-SCP),,HR,,,Certification or Qualification,Other
1611,Professional in Human Resources (PHR),,HR,,,Certification or Qualification,Other
1612,Senior Professional in Human Resources (SPHR),,HR,,,Certification or Qualification,Other
1613,Associate Professional in Human Resources (aPHR),,HR,,,Certification or Qualification,Other
1614,Global Professional in Human Resources (GPHR),,HR,,,Certification or Qualification,Other
1615,California Certification in Human Resources (PHR-CA/SPHR-CA),,HR,,,Certification or Qualification,Other
1616,Talent Acquisition Specialty Credential (SHRM),,HR,,,Certification or Qualification,Other
1617,Certified Employee Benefits Specialist (CEBS),,HR,,,Certification or Qualification,Other
1618,Certified Compensation Professional (CCP),,HR,,,Certification or Qualification,Other
1619,Certified Benefits Professional (CBP),,HR,,,Certification or Qualification,Other
1620,Certified Payroll Professional (CPP),,HR,,,Certification or Qualification,Other
1621,Fundamental Payroll Certification (FPC),,HR,,,Certification or Qualification,Other
1622,Workforce Planning Professional (WFP),,HR,,,Certification or Qualification,Other
1623,Certified Professional in Learning and Performance (CPLP),,HR,,,Certification or Qualification,Other
1624,Associate Professional in Talent Development (APTD),,HR,,,Certification or Qualification,Other
1625,Certified Talent Development Professional (CTDP),,HR,,,Certification or Qualification,Other
1626,Certified Human Resources Professional (CHRP - Canada),,HR,,,Certification or Qualification,Other
1627,Certified Human Resources Leader (CHRL - Canada),,HR,,,Certification or Qualification,Other
1628,Certified Human Resources Executive (CHRE - Canada),,HR,,,Certification or Qualification,Other
1629,Certified Human Resource Management Professional (CHRMP),,HR,,,Certification or Qualification,Other
1630,International Human Resource Certification (IHRC),,HR,,,Certification or Qualification,Other
1631,Certified Human Resources Specialist (CHRS),,HR,,,Certification or Qualification,Other
1632,Senior Certified Human Resources Specialist (SCHRS),,HR,,,Certification or Qualification,Other
1633,Human Resource Information Professional (HRIP),,HR,,,Certification or Qualification,Other
1634,Certified Human Resources Manager (CHRM),,HR,,,Certification or Qualification,Other
1635,Strategic HR Business Partner (sHRBP),,HR,,,Certification or Qualification,Other
1636,Certified Professional Coach (CPC),,HR,,,Certification or Qualification,Other
1637,Certified Diversity Professional (CDP),,HR,,,Certification or Qualification,Other
1638,Certified Diversity Executive (CDE),,HR,,,Certification or Qualification,Other
1639,Global Remuneration Professional (GRP),,HR,,,Certification or Qualification,Other
1640,Certified Workday Professional (Workday HCM Certification),,HR,,,Certification or Qualification,Other
1641,Certified SAP HCM Consultant,,HR,,,Certification or Qualification,Other
1642,Certified Oracle HCM Consultant,,HR,,,Certification or Qualification,Other
1643,HR Generalist Certification,,HR,,,Certification or Qualification,Other
1644,HR Business Partner Certification,,HR,,,Certification or Qualification,Other
1645,Employee Relations Specialist Certification,,HR,,,Certification or Qualification,Other
1646,Certified Talent Acquisition Professional (CTAP),,HR,,,Certification or Qualification,Other
1647,Certified Employee Assistance Professional (CEAP),,HR,,,Certification or Qualification,Other
1648,Human Capital Strategist (HCS),,HR,,,Certification or Qualification,Other
1649,Human Capital Management Professional (HCMP),,HR,,,Certification or Qualification,Other
1650,Global Mobility Specialist (GMS),,HR,,,Certification or Qualification,Other
1651,Certified International Mobility Specialist (CIMS),,HR,,,Certification or Qualification,Other
1652,Certified Occupational Health Specialist (COHS),,HR,,,Certification or Qualification,Other
1653,Certified Recruitment Analyst (CRA),,HR,,,Certification or Qualification,Other
1654,Certified Learning and Development Manager (CLDM),,HR,,,Certification or Qualification,Other
1655,Certified HR Service Delivery Specialist (CHRSDS),,HR,,,Certification or Qualification,Other
1656,Certified Employee Experience Specialist (CEES),,HR,,,Certification or Qualification,Other
1657,Certified Employee Engagement Specialist (CEES),,HR,,,Certification or Qualification,Other
1658,Certified Organizational Development Specialist (CODS),,HR,,,Certification or Qualification,Other
1659,Certified Performance and Competence Developer (CPCD),,HR,,,Certification or Qualification,Other
1660,Certified Learning and Development Professional (CLDP),,HR,,,Certification or Qualification,Other
1661,Certified Recruitment Manager (CRM),,HR,,,Certification or Qualification,Other
1662,Certified People Analytics Specialist (CPAS),,HR,,,Certification or Qualification,Other
1663,Certified Employee Relations Professional (CERP),,HR,,,Certification or Qualification,Other
1664,Certified Talent Management Practitioner (CTMP),,HR,,,Certification or Qualification,Other
1665,Certified Human Resources Generalist (CHRG),,HR,,,Certification or Qualification,Other
1666,Certified Human Resources Assistant (CHRA),,HR,,,Certification or Qualification,Other
1667,Certified Labor Relations Professional (CLRP),,HR,,,Certification or Qualification,Other
1668,Certified Leadership Development Specialist (CLDS),,HR,,,Certification or Qualification,Other
1669,Certified Professional in Training Management (CPTM),,HR,,,Certification or Qualification,Other
1670,Certified HR Analytics Professional (HRAP),,HR,,,Certification or Qualification,Other
1671,Certified Workforce Development Professional (CWDP),,HR,,,Certification or Qualification,Other
1672,Certified Retention Specialist (CRS),,HR,,,Certification or Qualification,Other
1673,Certified Compensation and Benefits Manager (CCBM),,HR,,,Certification or Qualification,Other
1674,Certified Recruitment and Selection Professional (CRSP),,HR,,,Certification or Qualification,Other
1675,Certified Organizational Behavior Professional (COBP),,HR,,,Certification or Qualification,Other
1676,Certified Human Resources Law Specialist (CHRLS),,HR,,,Certification or Qualification,Other
1677,Certified Human Resources Data Analyst (CHRDA),,HR,,,Certification or Qualification,Other
1678,Certified People Operations Professional (CPOP),,HR,,,Certification or Qualification,Other
1679,Certified HR Compliance Professional (CHRCP),,HR,,,Certification or Qualification,Other
1680,Certified HR Operations Professional (CHROP),,HR,,,Certification or Qualification,Other
1681,Certified Employment Screening Professional (CESP),,HR,,,Certification or Qualification,Other
1682,Certified Human Resources Compliance Officer (CHRCO),,HR,,,Certification or Qualification,Other
1683,Certified Employment Law Specialist (CELS),,HR,,,Certification or Qualification,Other
1684,Certified Compensation Analyst (CCA),,HR,,,Certification or Qualification,Other
1685,Certified Benefits Analyst (CBA),,HR,,,Certification or Qualification,Other
1686,Certified Workplace Wellness Specialist (CWWS),,HR,,,Certification or Qualification,Other
1687,Certified HR Metrics Professional (CHRMP),,HR,,,Certification or Qualification,Other
1688,Certified Talent Acquisition Specialist (CTAS),,HR,,,Certification or Qualification,Other
1689,Certified Training and Development Professional (CTDP),,HR,,,Certification or Qualification,Other
1690,Certified Workplace Learning Specialist (CWLS),,HR,,,Certification or Qualification,Other
1691,Certified Compensation Manager (CCM),,HR,,,Certification or Qualification,Other
1692,Certified Benefits Manager (CBM),,HR,,,Certification or Qualification,Other
1693,Certified HR Process Improvement Specialist (CHRPIS),,HR,,,Certification or Qualification,Other
1694,Certified Employee Relations Manager (CERM),,HR,,,Certification or Qualification,Other
1695,Certified Learning and Performance Consultant (CLPC),,HR,,,Certification or Qualification,Other
1696,Certified People Development Specialist (CPDS),,HR,,,Certification or Qualification,Other
1697,Certified Labor Law Specialist (CLLS),,HR,,,Certification or Qualification,Other
1698,Certified HR Business Analyst (CHRBA),,HR,,,Certification or Qualification,Other
1699,Certified HR Technology Specialist (CHRTS),,HR,,,Certification or Qualification,Other
1700,Certified Onboarding Specialist (COS),,HR,,,Certification or Qualification,Other
1701,Certified Offboarding Specialist (COS),,HR,,,Certification or Qualification,Other
1702,Certified Human Resources Communication Specialist (CHRCS),,HR,,,Certification or Qualification,Other
1703,Certified Change Management Specialist (CCMS),,HR,,,Certification or Qualification,Other
1704,Certified HR Leadership Professional (CHRL),,HR,,,Certification or Qualification,Other
